PERSON,COUNTRY,SITE,SAMPLE,WTD,pH,AMP WRI,ARC ARE,ARC DEN,ARC DIS,ARC GIB,ARC HEM,ARC MIT,ARC VUL,ARC FLA,ARG DEN,ASS MUS,ASS SEM,BUL IND,CAM MIN,CEN ACU,CEN AER,CEN ECO,COR TRI,CRY SAC,CRY OVI,CYC ARC,CYP AMP,DIF ACU,DIF GRA,DIF LAB,DIF LEI,DIF LUC,DIF OBL,DIF URC,EUG CIL,EUG ROT,HEL PET,HEL ROS,HEL SYL,HYA ELE,HYA PAP,HYA SUB,LAG VAS,LES SPI,LES EPI,MIC PAT,NEB CAR,NEB COL,NEB FLA,NEB MIL,NEB MIN,NEB PEN,NEB TIN,PAD LAG,PAR IRR,PSY GRI,PLA SPI,PLAGIO,PON ELI,PSE GRA,PYX OPE,QUA SYM,SPHENO,TRA DEN,TRI ARC
Payne,Scotland,Moidach More,MOMO1,7,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.2,0.0,10.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.7,0.0,0.0,0.0,2.9,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,5.0,0.0,0.0,1.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO2,11,4.9,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,28.3,0.0,24.5,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,8.5,9.4,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO3,5,4.6,3.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.0,5.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.7,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,10.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO4,6,4.5,3.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,12.3,9.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,0.0,2.3,8.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,6.9,0.0,0.0,1.5,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO5,7,4.6,0.7,4.9,0.0,0.0,0.0,0.0,0.0,0.7,40.3,0.0,11.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0,0.0,2.8,4.9,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,6.3,0.0,0.0,2.1,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO6,8,4.5,4.4,3.0,0.0,0.0,0.0,0.0,0.0,0.0,32.6,0.0,13.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.7,4.4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO7,8,4.2,0.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,4.1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4,0.0,0.0,3.4,3.4,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,11.6,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO8,9,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,0.0,5.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,0.0,0.7,3.6,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,3.6,0.0,0.0,5.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO9,21,4.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,17.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.1,0.0,0.0,6.8,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,11.4,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO10,10,4.6,0.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,56.5,0.0,9.5,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,2.0,4.1,6.8,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.7,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO11,7,4.5,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,45.4,0.0,19.1,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,0.0,0.0,0.0,5.0,5.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,0.0,0.0,3.5,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO12,13,4.6,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,20.6,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0
Payne,Scotland,Moidach More,MOMO13,8,4.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,33.1,0.0,5.8,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,8.3,11.6,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,5.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0
Payne,Scotland,Moidach More,MOMO14,10,4.4,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,11.6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.7,0.0,0.0,5.1,7.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,1.4,2.9,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0
Payne,Scotland,Moidach More,MOMO15,10,4.5,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,21.8,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.9,0.0,0.0,0.0,7.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
Payne,Scotland,Moidach More,MOMO16,13,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,20.7,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,6.3,5.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO17,10,4.2,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,15.7,0.0,15.7,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,0.0,9.9,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,0.0,0.0,14.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0
Payne,Scotland,Moidach More,MOMO18,9,4.8,0.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,49.6,0.0,10.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,6.7,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO19,10,4.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,0.0,28.6,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,0.0,0.0,7.1,5.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0
Payne,Scotland,Moidach More,MOMO20,9,4.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2,0.0,15.2,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.8,0.0,0.0,2.9,13.3,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.3,0.0,0.0,1.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO21,13,4.8,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,36.6,0.0,13.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,8.9,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO22,11,4.6,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,33.1,0.0,5.6,8.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,4.8,8.1,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0,0.0,4.0,0.0,0.0,3.2,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0
Payne,Scotland,Moidach More,MOMO23,6,4.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.5,0.0,12.3,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.5,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO24,8,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.8,0.0,12.3,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.0,0.0,1.5,3.8,6.2,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO25,7,4.6,0.8,2.4,0.0,0.8,0.0,0.0,0.0,0.0,44.7,0.0,13.0,4.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.8,6.5,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO26,10,4.5,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,20.6,8.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.7,13.2,5.1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7
Payne,Scotland,Moidach More,MOMO27,12,4.8,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0.0,14.4,7.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.3,0.0,0.0,2.2,13.7,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,12.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO28,13,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,19.7,4.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3,0.0,0.0,0.0,13.7,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,9.4,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0
Payne,Scotland,Moidach More,MOMO29,13,4.9,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,4.3,0.0,32.8,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7,0.0,0.0,0.0,3.4,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0
Payne,Scotland,Moidach More,MOMO30,13,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.5,0.0,0.0,4.5,10.2,2.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,15.9,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0
Payne,Scotland,Moidach More,MOMO31,12,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,17.1,3.1,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,0.0,0.0,3.1,13.2,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,17.8,0.0,0.0,0.8,1.6,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0
Payne,Scotland,Moidach More,MOMO32,15,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.7,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,12.2,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO33,13,4.4,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,26.8,0.0,6.4,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,4.5,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.6,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO34,11,4.4,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,5.9,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,0.0,0.7,2.9,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,0.0,0.0,0.7,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO35,14,4.6,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,28.9,0.0,15.1,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,2.0,5.3,8.6,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,1.3,4.6,0.0,0.0,0.0,0.0,0.0,3.9,0.0,0.0
Payne,Scotland,Moidach More,MOMO36,13,4.9,0.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,9.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.6,0.0,0.0,0.0,11.8,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO37,12,4.5,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,12.1,0.0,7.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,0.0,0.0,8.3,42.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0
Payne,Scotland,Moidach More,MOMO38,14,4.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5,0.0,11.3,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,5.3,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,8.6,0.0,0.0,0.7,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO39,13,4.7,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,7.9,2.4,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.2,0.0,0.0,1.6,5.5,12.6,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO40,13,4.3,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,12.1,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,1.7,23.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0
Payne,Scotland,Moidach More,MOMO41,11,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,21.7,3.1,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.1,7.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO42,18,4.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,30.7,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO43,17,4.7,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.7,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.3,0.0,0.0,0.6,12.3,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO44,16,4.3,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,0.0,2.3,7.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO45,14,4.6,0.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,75.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,1.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO46,13,4.3,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,31.0,0.8,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.8,0.0,0.0,0.0,3.9,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO47,18,4.5,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.8,0.9,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4,0.0,0.0,0.9,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Payne,Scotland,Moidach More,MOMO48,16,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,11.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.3,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
Payne,Scotland,Moidach More,MOMO49,14,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,0.0,19.1,3.1,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,0.0,0.0,0.8,19.8,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.5,0.0,0.0,5.3,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0
Payne,Scotland,Moidach More,MOMO50,13,4.3,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,7.8,0.0,12.2,6.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0,1.7,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,6.1,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.9
