PERSON,COUNTRY,SITE,SAMPLE,Lat,Long,WTD,pH,AMP WRI,ARC ARE,ARC DIS,ARC GIB,ARC HEM,ARC VUL,ARC FLA,ARG DEN,ASS MUS,ASS SEM,BUL IND,CEN ACU,CEN AER,CEN ECO,COR TRI,CRY SAC,CRY OVI,CYC ARC,DIF ACU,DIF GRA,DIF LAB,DIF LEI,DIF LUC,DIF OBL,EUG CIL,EUG ROT,HEL PET,HEL ROS,HEL SYL,HYA ELE,HYA PAP,HYA SUB,NEB CAR,NEB COL,NEB FLA,NEB MIL,NEB MIN,NEB PEN,NEB TIN,PAD LAG,PAR IRR,PSY GRI,PLA SPI,QUA SYM,SPHENO,TRA DEN,TRI ARC
Mitchell,Switzerland,La Chaux-des-Breuleux,CDB-12,47.2268,7.0498,31,4.7,0,0,0,0,0,0,0,0,17.3,2.4,2.4,0,0,0,18.1,0,0,0,0,0,0,0,0,0,7.1,1.6,0,0,0,0,0.8,0,0,2.4,0,0,0,0,48,0,0,0,0,0,0,0,0
Turner,England,Thornton Moor,ThM198,54.0964,-2.175,31,4.4,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,2,0,0,3.3,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,76.5,0,0,0,0,0,0,0,2.6
Turner,England,Malham Tarn Moss,TM88,54.2781,-2.0713,31,4.5,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,22.3,0,5.2,0,0,0,0,0,0,0,18,0.9,0.9,0,5.2,0,0,0,0,0,0,0,0,0,41.2,0,0,0,0,0,0,0,0
Turner,England,Malham Tarn Moss,TM80,54.2781,-2.0713,31,4.5,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,14.9,0,0,0,1.9,0,0,0,0,0,1.2,0,0,0,70.8,0,0,0,0,0,0,0,1.2
Turner,England,Fleet Moss,FM120,54.2464,-2.2094,31,4.6,0,0,0,0,0,0,0,0,8.7,1.2,0,0,0,0,9.9,0.6,0,7,0,0,0,0,0,0,8.1,0,2.3,0,0.6,0,0,0.6,0,0,0,2.9,0,0,58.1,0,0,0,0,0,0,0,0
Mitchell,Switzerland,La Chaux-des-Breuleux,CDB-17,47.2268,7.0498,31,4.6,0,0,0,0,0,0,0,0,10.8,2.3,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,12.3,6.9,0,0,0,0,5.4,0,0,0,0,0,0,0,46.9,0,0,0,0,0,0,0,0
Mitchell,Switzerland,La Chaux-des-Breuleux,CDB-11,47.2268,7.0498,31,4.7,0,0,0,0,0,0,0,0,2.9,0,0.7,0,0,0,13.8,0,0,0,0,0,0,0,0,0,6.5,1.4,0,0,0,0,4.3,0,0,4.3,0,0,0,0,65.9,0,0,0,0,0,0,0,0
Charman,Denmark,Lille Vildmose,DK 18,56.8526,10.1735,31,NA,0,2.7,0,0,0,0,0,0,14.7,0,0,0,45.3,0,2.7,0,0,4.7,0,0,0,0,0.7,0,21.3,1.3,0,0,2,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,4
Lamentowicz,Poland,Linje,LIN19,53.1875,18.3096,31,NA,0,0,0,0,0,0,19.2,0,14.1,1.3,0,0,0,0,12.8,0,0,0,0,0,0,0,0,0,8.3,7.7,0,0,0,1.3,23.7,0,0,0,0,3.8,0,0,5.8,0,0,0,0,0,0,0,0
Mazei,Russia,Penza-11,p-1-3,52.9325,46.5031,31,3.8,0,3.9,0,0.1,0,0,0.5,0,7.5,1.7,0.2,0.8,0,14.8,0.3,0,0,1.1,0,0,0,0,0,0,5,1.1,24.4,0,0.8,2,0,0,0,33,0,0.3,0,0,2.2,0,0,0,0,0,0,0,0.1
Payne,Turkey,Surmene Agacbasi Yaylasi,8,40.1,40.5666,31,5.3,0,0,0,0,0,0,0,0,9.6,3.8,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,2.6,0,0.6,1.9,0,0,75.6,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1.9,0,0
Swindles/Turner,Sweden,Instrument,I5,68.0312,19.7656,31,5.3,0,0,0,3.6,0,11.7,0,0,0,0,0,0.9,0,0,0,0,0,4.5,0,0,0,0,0,0,0,8.1,0,0,0,49.5,19.8,0,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0
Lamentowicz,Poland,St??ka,STAZ04,54.4241,18.0854,32,NA,0,0,0,0,0,0,0,0,54.1,2.8,0,0,0,0,22.1,0,1.1,0,0,0,0,0,0,0,2.2,2.8,0,0,0,0,0,0,0,0,0,1.1,0,0,12.7,0,0,0,0,0,0,0,0
Mitchell,Switzerland,La Chaux-des-Breuleux,CDB-18,47.2268,7.0498,32,4.7,0,0,0,0,0,0,0,0,8.1,0,0.7,0,0,0,50.7,0,0,0,0,0,0,0,0,0,11.8,8.8,0,0,0,0,2.2,0,0,0,0,0.7,0,0,16.9,0,0,0,0,0,0,0,0
Turner,England,Oxnop Moor,OM153,54.3456,-2.0961,32,3.8,0,0,0,0,0,0,0,0,10.2,1.9,0,0,0,0,7,0,17.2,6.4,0,0,0,0,0,0,12.7,0,0,0,1.3,0,0,0,0,1.3,0,0.6,0,0,40.8,0,0,0,0,0,0,0,0
Turner,England,Malham Tarn Moss,TM73,54.2781,-2.0713,32,4.6,0,0,0.6,0,0,0,0,0,4.7,0,1.2,0,0,0,1.2,0,0,0,0,0,0,0,0,0,24.9,0,0,0,4.1,0,0,0,0,0,0.6,18.3,0,0,39.1,0,0,0,0,0,0,0,5.3
Turner,England,Oxnop Moor,OM175,54.3456,-2.0961,32,3.7,0,0,0,0,0,0.6,0,0,8,1.1,1.1,0,0,0,6.8,0,1.1,10.2,0,0,0,0,0,0,13.1,0,1.1,0,1.1,0,0,0,0,0,0,9.7,0,0,46,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Stordalen,S30,68.3563,19.0477,32,3.6,0,0,0,0,0,0,0,0,27.9,2.4,0.5,0,0,0,22.1,1.4,0.5,0,0,0,0,0,2.4,0,29.8,1.9,0,0,0,0,0,0,0,1.9,0,7.7,0,0,1,0,0,0,0.5,0,0,0,0
Turner,England,Oxnop Moor,OM174,54.3456,-2.0961,32,3.9,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,15.3,0,0.6,7.6,0,0,0,0,0,0,16.5,0,0.6,4.7,2.4,0,0,0,0,1.8,0.6,8.8,0,0,31.8,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Zelgniowo,ZEL,53.1719,16.8701,32,3.5,0,2.6,0,0,0,0,0,0,34.2,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,0,1.3,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0
Turner,England,Thornton Moor,ThM201,54.0964,-2.175,32,4.2,0,0,0.6,0,0,0,0,0,2.9,0,1.7,4.6,0,0,1.7,0,0,0,0,0,0,0,0,0,6.3,0,0.6,4,3.4,1.1,3.4,0,0,0,2.3,14.9,0,0,38.5,0,0,0,0,0,0,0,13.8
Turner,England,Swarth Moor,SM112,54.1214,-2.2975,32,5.1,0,0,0,0,0,0,0,0,6.6,0,0,0,2,0,36.4,0,0,33.8,0,0,0,0,0,0,8.6,0.7,0,0,0.7,0,0,0,0,0,4.6,0,0,0,5.3,0,0,0,0,0,0,0,1.3
Payne,Scotland,Moss of Achnacree,MAC20,56.4517,-5.393,32,4.9,0,0,0,0,0,0,0,0,3.7,3.7,0,0,3.7,0,0,0,0,13.6,0,0,0,0,1.2,0,1.2,0,14.8,0,0,0,0,19.8,0,0,0,8.6,0,0,12.3,0,0,0,0,0,0,0,17.3
Turner,England,Malham Tarn Moss,TM76,54.2781,-2.0713,32,4.5,0,0,0.6,0,0,0,0,1.2,4.7,1.8,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,29.6,0,0,0,8.9,0,0,0,0,0,12.4,4.7,0,0,32,0,0,0,0,0,0,0,0
Mitchell,Switzerland,Le Bois des Lattes,S 48    ,46.9729,6.7132,32,4.5,0,3.2,0,0,0,0,0,1.2,34.9,0,0,10.4,2.8,0,28.1,0,0,2,0,0,0,0,0,0,2.4,4.4,0.4,4.4,0,0,0,0,0,0,0,0.4,0,0,4.4,0,0,0,0,0.4,0,0.4,0
Lamentowicz,Poland,Jeziorki,JEZ,53.1458,16.8594,32,3.8,0,10,0.7,0,0,0,0,0,14,0.7,0,2.7,0,0,1.3,0,0,0,0,0,0,0,0,0,10.7,0,3.3,15.3,0,22.7,0,0,0,0,0,4,0,0,14.7,0,0,0,0,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC16,56.4517,-5.393,32,4.6,0,0,0,0,0,0,0,0,18.2,9.1,0,0,2.3,0,0,0,0,8,0,0,0,0,11.4,0,6.8,0,11.4,0,0,0,0,3.4,0,0,0,8,0,0,21.6,0,0,0,0,0,0,0,0
Charman,Finland,Kontolanrahka,FI 1,60.7837,22.7874,32,NA,0,12.9,0,0,0,0,1.2,0,25.2,4.3,0,0,0,0,0.6,0,0,0,0,0,0,0,3.1,0,1.2,4.9,0,0,0,30.7,9.8,0,0,0,0,1.2,0,0,4.3,0,0,0,0,0,0,0,0.6
Payne,Turkey,Surmene Agacbasi Yaylasi,27,40.1,40.5666,32,4.8,0,0,0,0,0,0,0,0,28.1,1.3,0,0,0,0,13.1,0,0.7,0.7,0,0,0,0,0,0,0,0,0,2,0,0,54.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charman,Finland,Kontolanrahka,FI 14,60.7837,22.7874,32.5,NA,0,2.3,0,0,0,0,0,0,31.2,2.3,0,0,0,0,8.7,0,0,2.9,0,0,0,0,1.7,0,9.2,1.2,0,0,3.5,15.6,1.2,0,0,0,0,12.7,0,0,4,0,0,0,0,0,0,0,3.5
Charman,Finland,Kontolanrahka,FI 19,60.7837,22.7874,33,NA,0,0,0,0,0,0,0.6,0,33.8,2.5,0,0,0,0,24.2,0,0,0,0,0,0,0,0,0,10.2,0.6,0,0,0,0,0,0,0,0,0,4.5,0,0,17.2,0,0,0,0,0,0,0,6.4
Mazei,Russia,Karelia-4,k4-2,66.5251,32.9386,33,4.5,0,20.5,0,0,0,0,0.2,0,51.5,0,7.6,0,1.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0.3,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,12.6
Bobrov,Russia,Katin Moch,KATIN_3,56.4666,33.05,33,4,0,0,0,0,0,0,0,0,7.2,0,0,0,0.3,0,38,0,3.3,0,0,0,0,0,0,0,21.6,3,0,0,0,0,0,0,0,0,0,12.5,0,0,1.6,0,0,0,0,0,0,0,8.2
Mazei,Russia,Karelia-41,k4-4,66.5251,32.9386,33,4.5,0,4.5,0,0,0,0,1.3,0,70.1,0,0.6,0,0,0,0.9,0,0,0.6,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0.8,0,0,0,0,1.7,0,0,0,0,0,0,0,2.5
Lamentowicz,Poland,Jelenia Wyspa,JEL06,53.6077,17.956,33,3.9,0,0,0,0,0,0,0,0,56.7,19.5,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,9.1,0.6,0,0,3.7,0,0,0,0,1.8,0,2.4,0,0,4.3,0,0,0,0,0,0,0,1.2
Lamentowicz,Poland,St??ka,STAZ03,54.4241,18.0854,33,NA,0,0,0,0,0,0,0,0,5.3,3.5,0,0,0,0,2.9,0,0,0.6,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,22.8,0,0,50.9,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Marooned,M4,67.9566,19.9865,33,3.4,0,9.8,0,0,0,0,0,0,36.6,1.8,4.5,0,0,0,0,0,0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,13.4,0,0,0,0,13.4,0,0,1.8,0,0,0,0,0,0,0,15.2
Swindles,N. Ireland,Moninea,MO23,54.1417,-7.5425,33,3.9,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,6,4,2,3.3,25.8,0,0,0,0,0,4,0,0,0,6.6,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Electric,L3,67.8656,19.3683,33,3.9,0,34.2,0,0,0,0,2.7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0.9,0,0,0,0,0,9.9,0,0,40.5,0,0,0,0,0,0,0,1.8
Swindles,N. Ireland,Moninea,MO22,54.1417,-7.5425,33,4,0,0,0,0,0,0,0,0,42.8,0,0,0,0,0,5.4,0,0,31.3,0,0,0,0,0,0,3,0,0,0,1.8,0,0,0,0,0,3,0,0,0,10.2,0,0,0,0,0,0,0,2.4
Mallon,Sweden,North,N4_2,59.8753,12.2914,33,3.8,0,7,0,0,0,14,0.7,0,44.8,7,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,5.6,0,0,0,4.2,4.9,0,0,0,0,0,0.7,0.7,0,4.2,0,0,0,0,0,0,0,5.6
Swindles/Turner,Sweden,Nikka,N3,67.8671,19.1778,33,4.4,0,35.1,0,0,0,0,0,0,8.8,0,1.8,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,1.8,1.8,0,0,0,32.5,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,7.9
Payne,Turkey,Surmene Agacbasi Yaylasi,42,40.1,40.5666,34,4.5,0,0,0,0,0,0,0,0,32.5,17.8,0,0,0,0,23.9,0,9.2,0,0,0,0,0,0,0,1.8,2.5,0,6.7,0,0,0,0,0,0,0,0,0,0,1.8,3.7,0,0,0,0,0,0,0
Turner,England,Malham Tarn Moss,TM66,54.2781,-2.0713,34,4,0,0,0,0,0,0,0,0,10.1,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,0,5.9,0,0,0,2.4,0,0,0,0,0,2.4,5.3,0,0,63.3,0,0,0,0,0,0,0,0
Turner,England,Oxnop Moor,OM168,54.3456,-2.0961,34,3.7,0,0,0,0,0,0,0,0,2.5,0,0,0,3.1,0,48.8,0,4.4,2.5,0,0,0,0,0,0,16.3,1.9,1.9,0,0.6,0,0,0,0,0,1.9,6.3,0,0,8.8,0,0,0,0,0,0,0,0
Turner,England,Malham Tarn Moss,TM71,54.2781,-2.0713,34,4.4,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,10.2,0,0,0.6,0,0,0,0,0,0,4.8,0,0,0.6,0,0,0,0.6,0,0,0,22.3,0,0,56.6,0,0,0,0,0,0,0,0
Turner,England,Malham Tarn Moss,TM90,54.2781,-2.0713,34,4.4,0,0,0,0,0,0,0,0,30.6,0.6,0,0,0,0,13.5,0,0,0,0,0,0,0,0,0,19.4,0,1.2,0,1.8,0,0,0,0,0,0,11.2,0,0,18.8,0,0,0,0,0,0,0,2.9
Bobrov,Russia,Tverskaya Reserve,Q97_1,56.4666,33.05,34,4.2,0,1.6,0,0,0,0,0,0,7.8,0,0,0,2.8,0,10.3,0,54.4,1.3,0,0,0.6,0,0,0,1.3,1.3,3.4,0,0,0,0,0,0,0,0,7.8,0,0,5.6,0,0,0,0,0,0,0,0.9
Swindles,N. Ireland,Slieveanorra,SL27,55.0728,-6.2108,34,4,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,52.2,0,0,0,0,0,0,0,0,0,8.2,4.4,0,0,2.5,0,0,0,0,0,23.3,0,0,0,0,0,0,0,0,0,0,0,0
Charman,Finland,Kontolanrahka,FI 13,60.7837,22.7874,34,NA,0,1.8,0,0,0,0,0,0,38,7.8,0,0,0,0,5.4,0,0,0,0,0,0,0,0.6,0,13.3,1.2,0,0,5.4,0,0,0,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,3
Payne,Scotland,Moss of Achnacree,MAC2,56.4517,-5.393,34,5.1,0,0,0,0,0,0,0,0,59.3,0,0,0,1.7,0,0,0,0,4.2,0,0,0,0,2.5,0,3.4,0,3.4,0,0,0,0,2.5,0,0,0,0,0,0,19.5,0,0,0,1.7,0,0,0,1.7
Charman,England,Butterburn Flow,GB 17,55.0759,-2.5124,34,4,0,0,0,0,0,0,0,0,30.9,0,0,0,5.4,0,18.8,0,0,5.4,0,0,0,0,0,0,25.5,0,0.7,0,2,0,0,0.7,0,0,0.7,2,0,0,7.4,0,0,0,0,0,0,0,0.7
Swindles/Turner,Sweden,Nikka,N4,67.8671,19.1778,34,5.3,0,53.8,0,0,0,0,0,0,15.4,0,1.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.9,0,0,0,0,0,0,0,0,0,1.9,0,0,24,0,0,0,0,0,0,0,0
Turner,England,Thornton Moor,ThM193,54.0964,-2.175,34,4.2,0,7.1,0,0,0,0,0,0,11.2,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,10,0,1.2,5.9,11.8,0,0,0,0,0,4.1,2.4,0,0,43.5,0,0,0,0,0,0,0,2.4
Turner,England,Thornton Moor,ThM187,54.0964,-2.175,34,4.5,0,0,0,0,0,0,0,0,9.1,0,0,0,0.5,0,31.3,0,0,25.8,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Kaczory,KACZ,53.123,16.9155,34,3.4,0,0,0,0,0,0,0,0,3.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,0,0.6,0,0,10.3,5.2,0,0,0,0,21.3,0,0,37.4,0,0,0,0,0,0,0,0
Turner,England,Oxnop Moor,OM176,54.3456,-2.0961,34,3.8,0,0,0,0,0,0,0,0,22,1.7,0,0,0,0,11.6,0,2.3,0.6,0,0,0,0,0,0,12.7,0.6,2.3,0,0,0,0,0,0,13.9,0,1.7,0,0,26.6,0,0,0,1.7,0,0,0,2.3
Lamentowicz,Poland,Linje,LIN46,53.1875,18.3096,34,NA,0,0.6,1.2,0,0,0,0.6,0,7.2,0,0,0,0,0,8.4,0,0,1.8,0,0,0,0,0,0,8.4,1.2,0,0,0.6,0,14.4,0,0,0.6,0,0,0,0,52.7,0,0,0.6,0,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC44,56.4517,-5.393,34,5.4,0,0,0,0,0,0,0,0,14.8,0,0,0,13.6,0,0,0,0,32.1,0,0,0,0,0,0,8.6,0,1.2,3.7,0,0,0,0,0,0,0,1.2,0,0,23.5,0,0,0,0,0,0,0,1.2
Charman,Germany,Bissendorfer Moor,DM 17,52.5037,9.6811,34,NA,0,0,8,0,0,0,0,0,8.7,0,0,0,0,0,7.3,0,0,3.3,0,0,0,0,1.3,0,4.7,4.7,0,0,1.3,0,0,52,0,0,0,2,0,0,3.3,0,0,0,0,0,0,0,3.3
Lamentowicz,Poland,Linje,LIN24,53.1875,18.3096,34,NA,0,0,0,0,0,0,5.8,0,20.8,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3,0,1.2,0,0,30.1,26,0,0,0.6,0,2.3,0,0,2.3,0,0,2.3,0,0,0,0,0
Lamentowicz,Poland,Mietlica,MIET09,53.811,17.5153,35,3.9,0,2.6,0,0,0,0,0,0,96.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charman,Estonia,Mannikjarve,ES 13,58.8752,26.2479,35,NA,0,0,0,0,0,0,0,0,32,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,2.7,0.7,0,0,0,0,16,0,0,16.7,0,0,0,0,0,0,0,18.7
Mitchell,Switzerland,La Chaux-des-Breuleux,CDB-16,47.2268,7.0498,35,NA,0,0,0,0,0,0,0,0,10.4,0,0.7,0,0,0,32.6,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0.7,0,0,0.7,0,0.7,0,0,43.7,0,0,0,0,0,0,0,0
Bobrov,Russia,Staroselia,STAR_10,56.4666,33.05,35,4,0,13.2,2.1,0,0,0,0.6,0,25.4,4,1.8,0,0.3,0,6.7,0,2.1,0,0.3,0,0,0,0,0,5.5,1.5,0.9,0,0,0.9,0,0,0,0,0,6.1,0,0,0.9,0,0,0,0,0,0,0,24.8
Charman,Estonia,Mannikjarve,ES 7,58.8752,26.2479,35,NA,0,45.3,0,0,0,0,0,0,20.7,2,2,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,5.3,1.3,0,0,0,0,0.7,0,0,2,0,0,0,0,0,0,0,19.3
Mitchell,Switzerland,Le Cachot,S 14    ,47.0057,6.6652,35,3.9,0,0.3,0,0,0,0,0,0,5.1,0.7,0.3,0,0.7,0,7.7,0,0,0,0,0,0,0,0,0,6.1,0,5.7,0,0,0,0,0,0,0,0,36.4,0,0,30.3,0,0,0,0,0,0,0,6.7
Turner,England,Thornton Moor,ThM207,54.0964,-2.175,35,4.4,0,0,0,0,0,0,0,0,42.6,0,0,0,0,0,13,0,0,24.3,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,1.2
Swindles,N. Ireland,Slieveanorra,SL18,55.0728,-6.2108,35,4.2,0,0,0,0,0,0,0,0,27.2,5.3,0,0,0,0,6,0,0,11.3,0,0,0,0,0,0,2.6,0,0,6.6,3.3,0,0,0,0,0,6,31.8,0,0,0,0,0,0,0,0,0,0,0
Mallon,Sweden,South,S3_1,57.1747,12.6342,35,3.4,0,0,0,0,0,0,1.7,0,35,6.7,0,0,0,0,20,0,0,15,0,0,0,0,0,0,8.3,3.3,0,0,3.3,0,0,0,0,0,0,1.7,1.7,0,3.3,0,0,0,0,0,0,0,0
Mazei,Russia,Penza-30,p-5-1,52.7218,45.8334,35,3.7,0,48.4,0,0,0,0.1,0,0,24.5,9.1,0,0.6,9,0,0,0,0,0.1,0,0,0,0,0,0,0.7,0,2,0,0,0,2.4,0,0,0,0,0,0,0,2.9,0,0,0,0,0,0,0,0.3
Mallon,Sweden,Kortlandamossen,KOR_2,59.8483,12.2867,35,4,0,10.7,0,0,0,1.2,7.5,0,56.7,5.6,0.4,0,0,0,3.6,1.6,0,0,0,0,0,0,0.4,0,4,0.4,0,0,2.4,0.8,0,0.4,0,0,0,0.8,0.8,0,1.6,0,0,0,0,0,0,0,1.2
Swindles,N. Ireland,Moninea,MO3,54.1417,-7.5425,35,3.9,0,0,0,0,0,0,0,0,19.6,0.6,0,0,0,0,4.8,0,0,24,0,0,0,0,3.6,0,6,0,0,5.4,4.8,0,0,0,0,0,7.8,10.2,0,0,6.6,0,0,0,0,0,0,0,6.6
Lamentowicz,Poland,Okoniowe,OKO,53.1884,16.7997,35,3.1,0,0,0,0,0,0,0,0,5.7,7.1,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,25.7,0,1.4,0,0,14.3,2.9,0,0,0,0,17.1,0,0,17.1,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Zelgniowo,ZEL,53.1719,16.8701,35,3.6,0,8.1,0,0,0,0,0,0,24.2,8.1,1.3,0,0,0,3.4,0,0,0,0,0,0,0,0,0,49.7,0,0.7,0,0,2.7,0.7,0,0,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Ostrowite,OST02,53.7932,17.588,35,3.4,0,59.9,0,0,0,0,0,0,8.8,0.9,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,0,0,7,0,0,0,0,5.3,0,0,12.3,0,0,0,0,0,0,0,0
Swindles/Turner,Sweden,Stordalen,S12,68.3563,19.0477,35,3.2,0,9.3,0,0,0,0,12.1,0,39.3,0,0,0,0,0,0.9,0,0.9,0,0,0,0,0,0,0,14,13.1,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,5.6
Mallon,Sweden,Kortlandamossen,KOR_10,59.8483,12.2867,35,3.9,0,0,0,0,0,0,4.5,0,35.8,16.4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,7.5,0,0,0,6,13.4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
Lamentowicz,Poland,Okoniowe,OKO,53.1884,16.7997,35,3.6,0,0,0,0,0,0,1.8,0,9.6,1.4,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,16.1,0,1.4,0.5,0,20.6,12.8,0,0,0,0,17,0,0,16.5,0,0,0,0,0,0,0,0
Payne,Scotland,Moss of Achnacree,MAC1,56.4517,-5.393,35,4.5,0,0,0,0,0,0,0,0,27.3,1,0,0,4,0,0,0,0,7.1,0,0,0,0,20.2,0,12.1,0,7.1,0,0,0,0,1,0,0,0,3,0,0,15.2,0,0,0,0,0,0,0,2
Mallon,Sweden,Kortlandamossen,KOR_13,59.8483,12.2867,35,3.6,0,0,0,0,0,0,4.5,0,38.6,20.5,0,0,0,0,0,4.5,0,2.3,0,0,0,0,2.3,2.3,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Mallon,Sweden,North,N4_5,59.8753,12.2914,35,4.2,0,0,0,0,0,0,0.6,0,1.9,25.8,0,0,0,0,0,2.5,0,1.3,0,0,0,0,0,0,0,0.6,0,0,0.6,62.3,0,2.5,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,1.3
Swindles/Turner,Sweden,Stordalen,S40,68.3563,19.0477,35,3.2,0,0.5,0,0,0,0,20,0,28,6,0,0,0,0,3,0,0,0,0,0,0,0,1,0,28.5,2.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8.5
Lamentowicz,Poland,Chlebowo,CHL15,52.7364,16.7569,35,4,0,49.7,0,0,0,0,12.3,0,18.7,0.6,0,0.6,0,0,0.6,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0.6,13.5,0,0,0,0,1.2,0,0,0.6,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Linje,LIN12,53.1875,18.3096,35.5,NA,0,3.3,0,0,0,0,0,0,1.3,0,0,0,0,0,61.6,0,0,6,0,0,0,0,0,0,2,4,0,3.3,0,0,0,0,0,0,0,0,0,0,17.9,0,0,0,0,0,0.7,0,0
Bobrov,Russia,Staroselia,STAR_3,56.4666,33.05,36,3.7,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,39.4,0,5.9,0,0,0,0,0,0,0,7.8,0.7,0,0,0,0,0,0,0,0,0,8.5,0,0,8.5,0,0,0,0,0,0,0,6.8
Mallon,Sweden,South,S7_5,57.1725,12.7125,36,3.5,0,0,0,0,0,0,0,0,23.5,1.3,0,0,0,0,42.3,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,1.3,0,0,0,0,0,0,20.1,0,0,0,0,0,0,1.3,0.7
Swindles/Turner,Sweden,Instrument,I3,68.0312,19.7656,36,3.4,0,0,0,0,0,0,0,0,29.5,0,0,0,0,0,18.9,0,0,1.6,0,0,0,0,0,0,1.6,8.2,0,0,0,0,0,0,0,0,0,3.3,0,0,36.9,0,0,0,0,0,0,0,0
Lamentowicz,Poland,Rybie Oko,RO04,53.814,17.5387,36,NA,0,12.4,0,0,0,0,0.6,0,18.9,0,32,0,0,0,1.2,0,0,2.4,0,0,0,0,0,0,3,0,0,0,0,0.6,0,0,0,0,0,0,0,0,26.6,0,0,0,0,0,0,0,0.6
Turner,England,Oxnop Moor,OM161,54.3456,-2.0961,36,3.7,0,9.1,0,0,0,1.1,0,0,16.6,0.6,0,0,0,0,2.3,0,2.3,0.6,0,0,0,0,0,0,12,2.3,2.9,0,5.7,0,0,0,0,0.6,0,0,0,0,41.7,0,0,0,0,0,0,0,2.3
